attachment_data_id,attachment_content_id,asset_manager_id
326722,c4a3a5e5-e33e-4c88-b126-05b64bdce5f8,5a7e0f5fe5274a2e8ab45953
326722,c4a3a5e5-e33e-4c88-b126-05b64bdce5f8,5a7e0f5f40f0b62302688e82
326723,249c93bd-38b4-4b83-aa36-e90f187997bb,5a7efdb1ed915d74e6227c28
326723,249c93bd-38b4-4b83-aa36-e90f187997bb,5a7efdafe5274a2e8ab49793
362448,471f51cf-8e10-4c55-87cc-0923035b5d19,5a7d686ded915d2d2ac08c98
362448,471f51cf-8e10-4c55-87cc-0923035b5d19,5a7d6871ed915d2d2ac08c9a
362449,b72fe123-45d5-439a-a3e8-370ddf8cd03e,5a7d7b0be5274a676d532518
362449,b72fe123-45d5-439a-a3e8-370ddf8cd03e,5a7d7b0be5274a6b89a50544
362451,fcfe0fa2-41ab-4308-92da-108ddc10687e,5a7d79cd40f0b64a5813f3d2
362451,fcfe0fa2-41ab-4308-92da-108ddc10687e,5a7d79d040f0b64a5813f3d3
362452,6ade935d-506e-4cb4-9785-18bee2cbf166,5a7dbc5fe5274a5eaea6604d
362452,6ade935d-506e-4cb4-9785-18bee2cbf166,5a7dbc5ded915d2ac884d3cc
362453,4cbd5ec6-bec3-47bd-9e59-6c38d6825f2b,5a7e153d40f0b623026890e9
362453,4cbd5ec6-bec3-47bd-9e59-6c38d6825f2b,5a7e153fe5274a2e8ab45ba8
362454,95560496-9f35-4943-89c0-adbd64725d8e,5a74c444e5274a3cb2867037
362454,95560496-9f35-4943-89c0-adbd64725d8e,5a74c444e5274a3f93b48a55
362455,4dd94ac3-c420-419e-99ad-f2dff2ce72f0,5a7e37e540f0b62305b81901
362455,4dd94ac3-c420-419e-99ad-f2dff2ce72f0,5a7e37e8e5274a2e87db052b
438829,20ce532f-63ff-4168-96ce-fa249fcb4186,5a7f3f6d40f0b6230268e583
455509,9f0b7ac9-44fe-4753-8480-89f38c22d8d5,5a75ba87ed915d6faf2b53d4
455509,9f0b7ac9-44fe-4753-8480-89f38c22d8d5,5a75ba8640f0b67f59fcf26d
457796,454357e4-be96-4b79-b69d-a9c1f8448634,5a8198c4e5274a2e87dbe7ad
457796,454357e4-be96-4b79-b69d-a9c1f8448634,5a8198c6ed915d74e62331fa
98573,f93a946f-2bce-4b03-ab35-4edffe3e0231,5a79dd63e5274a684690ca7b
98576,2dd05280-4e51-433b-addb-3f3daf0604c7,5a78d736ed915d0422065c1b
98690,ab591a8b-6104-4abe-8f0a-d2aea899f85c,5a78c4c1ed915d07d35b2479
