attachment_data_id,attachment_content_id,asset_manager_id
147131,748c2610-ca49-4cb4-8d2f-1586ef292d5a,5a7a55ffed915d1a6421cbea
147131,748c2610-ca49-4cb4-8d2f-1586ef292d5a,5a7a560140f0b66eab99b768
185075,2dfe0e43-c398-4744-ae35-08981283599d,5a755c48ed915d6faf2b2639
185075,2dfe0e43-c398-4744-ae35-08981283599d,5a755c47e5274a3cb2869d0a
289095,c737dbdf-74f3-4c5b-a1b0-76b1aa30b09b,5a7c62b1ed915d696ccfc6ce
289095,c737dbdf-74f3-4c5b-a1b0-76b1aa30b09b,5a7c62b140f0b62aff6c14e7
185078,97576114-e383-4022-a8f9-062eb42cc801,5a7a27c6e5274a34770e4a5e
185078,97576114-e383-4022-a8f9-062eb42cc801,5a7a27c640f0b66eab99a22c
363066,44be1aad-cdf8-4582-a3a2-928aaab44be9,5a7de75be5274a2e87dae451
363066,44be1aad-cdf8-4582-a3a2-928aaab44be9,5a7de75ded915d74e6222d1d
343097,79367a12-d09a-47a2-8df3-5aa9f49f32d0,5a7ec2deed915d74e62264b5
343097,79367a12-d09a-47a2-8df3-5aa9f49f32d0,5a7ec2df40f0b6230268b5fd
376691,3fcd5fc4-a1db-459f-99c5-16145279e75f,5a7e384040f0b62302689ef3
376691,3fcd5fc4-a1db-459f-99c5-16145279e75f,5a7e383c40f0b62305b81925
83062,e19b3a33-d69b-4315-9153-615d63a2f646,5a78bf65e5274a2acd1897ac
83062,e19b3a33-d69b-4315-9153-615d63a2f646,5a78bf66ed915d07d35b21e2
387448,ca4f007c-3a1c-4dc6-80d0-2bfda17dfdf2,5a7ddadc40f0b65d8b4e3e9e
387448,ca4f007c-3a1c-4dc6-80d0-2bfda17dfdf2,5a7ddadbed915d2acb6ee8a0
838054,29af0ced-4462-4b16-adbb-8980042398f8,5d9e2c0140f0b66914f727c6
276634,65b712eb-13d2-48fb-9907-744e224f3ab1,5a7c2b21e5274a1f5cc763ba
276634,65b712eb-13d2-48fb-9907-744e224f3ab1,5a7c2b22ed915d26a93017c8
406960,8825e3b9-af80-4f0e-a22b-b4ae2c88260c,5a80580740f0b62305b8a996
406960,8825e3b9-af80-4f0e-a22b-b4ae2c88260c,5a80580740f0b62302692f21
407020,7b5a384d-c8d3-4853-9c40-cc8aeaed74a6,5a7f7f5340f0b62305b87814
407020,7b5a384d-c8d3-4853-9c40-cc8aeaed74a6,5a7f7f5140f0b6230268fd9b
409665,57985bee-da1e-4207-8744-b2e358f5317f,5a800a8a40f0b62302691274
409665,57985bee-da1e-4207-8744-b2e358f5317f,5a800a8940f0b62305b88d16
409666,fd81f1c1-275a-42f9-9cc5-473bc40a20f2,5a7f2f0d40f0b62305b85988
409666,fd81f1c1-275a-42f9-9cc5-473bc40a20f2,5a7f2f0d40f0b6230268df33
