current_url,new_url,content_type
https://www.gov.uk/government/publications/supreme-court-case-no-20220098-written-submission/written-case-of-behalf-of-her-majestys-advocate-general-for-scotland-uksc-20220098,https://www.gov.uk/government/publications/supreme-court-case-no-20220098-written-submission/written-case-of-behalf-of-hm-advocate-general-for-scotland-uksc-20220098,html_publication
https://www.gov.uk/government/publications/form-pf244-application-notice-part-23-in-the-high-court-of-justice-queens-bench-division-administrative-court-list,https://www.gov.uk/government/publications/form-pf244-application-notice-part-23-in-the-high-court-of-justice-kings-bench-division-administrative-court-list,form
https://www.gov.uk/government/publications/form-pra-form-pra-form-to-be-completed-for-a-private-room-appointment-before-a-queens-bench-master,https://www.gov.uk/government/publications/pra-form-to-be-completed-for-a-private-room-appointment-before-a-kings-bench-master,form
https://www.gov.uk/government/publications/form-qbd-oha-out-of-hours-application-queens-bench-division,https://www.gov.uk/government/publications/form-qbd-oha-out-of-hours-application-kings-bench-division,form
https://www.gov.uk/government/publications/form-pcpf244-application-notice-part-23-in-the-high-court-of-justice-queens-bench-division-the-planning-court,https://www.gov.uk/government/publications/form-pcpf244-application-notice-part-23-in-the-high-court-of-justice-kings-bench-division-the-planning-court,form
https://www.gov.uk/government/publications/form-pf52a-shortened-pf52-in-the-queens-bench-division-for-multi-track-case-and-costs-management-directions-in-mesothelioma-and-asbestosis-claims,https://www.gov.uk/government/publications/form-pf52a-shortened-pf52-in-the-kings-bench-division-for-multi-track-case-and-costs-management-directions-in-mesothelioma-and-asbestosis-claims,form
https://www.gov.uk/government/statistics/announcements/her-majestys-prison-and-probation-service-workforce-prison-officers-management-information,https://www.gov.uk/government/statistics/announcements/hm-prison-and-probation-service-workforce-prison-officers-management-information,official_statistics_announcement
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-june-2021/workforce-statistics-guide,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-june-2021/workforce-statistics-guide,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-june-2022/workforce-statistics-guide,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-june-2022/workforce-statistics-guide,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-september-2021/her-majestys-prison-and-probation-service-workforce-quarterly-september-2021--2,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-september-2021/her-majestys-prison-and-probation-service-workforce-quarterly-september-2021--2,html_publication
