current_url,new_url,content_type
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-staff-equalities-report-2020-to-2021/hm-prison-and-probation-service-annual-staff-equalities-report-2020-to-2021,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-staff-equalities-report-2020-to-2021/hm-prison-and-probation-service-annual-staff-equalities-report-2020-to-2021,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-september-2021/workforce-statistics-guide,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-september-2021/workforce-statistics-guide,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-march-2021/her-majestys-prison-and-probation-service-workforce-quarterly-march-2021,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-march-2021/her-majestys-prison-and-probation-service-workforce-quarterly-march-2021,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-march-2022/workforce-statistics-guide,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-march-2022/workforce-statistics-guide,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-staff-equalities-report-2020-to-2021/hmpps-annual-staff-equalities-report-2020-to-2021-technical-guide-and-glossary,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-staff-equalities-report-2020-to-2021/hmpps-annual-staff-equalities-report-2020-to-2021-technical-guide-and-glossary,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-june-2022/recruitment-diversity-statistics-june-22,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-june-2022/recruitment-diversity-statistics-june-22,html_publication
https://www.gov.uk/government/organisations/queens-harbour-master,https://www.gov.uk/government/organisations/kings-harbour-master,organisation
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-december-2020/hmpps-covid-19-experimental-statistics-annex-31-january-2021,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-december-2020/hmpps-covid-19-experimental-statistics-annex-31-january-2021,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-june-2022/hmpps-covid-19-experimental-statistics-annex-31-july-2022,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-june-2022/hmpps-covid-19-experimental-statistics-annex-31-july-2022,html_publication
https://www.gov.uk/government/publications/ofsted-pen-portraits-of-her-majestys-inspectors-hmis/ofsted-hmi-pen-portraits,https://www.gov.uk/government/publications/ofsted-pen-portraits-of-his-majestys-inspectors-hmis/ofsted-hmi-pen-portraits,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-december-2021/hmpps-covid-19-experimental-statistics-annex-31-january-2022,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-december-2021/hmpps-covid-19-experimental-statistics-annex-31-january-2022,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-december-2020/workforce-statistics-guide,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-december-2020/workforce-statistics-guide,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-june-2021/hmpps-covid-19-experimental-statistics-annex-31-july-2021,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-june-2021/hmpps-covid-19-experimental-statistics-annex-31-july-2021,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-december-2021/recruitment-diversity-statistics-december-21--3,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-december-2021/recruitment-diversity-statistics-december-21--3,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-march-2022/her-majestys-prison-and-probation-service-workforce-quarterly-march-2022,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-march-2022/her-majestys-prison-and-probation-service-workforce-quarterly-march-2022,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-december-2021/workforce-statistics-guide,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-december-2021/workforce-statistics-guide,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-june-2022/her-majestys-prison-and-probation-service-workforce-quarterly-june-2022,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-june-2022/her-majestys-prison-and-probation-service-workforce-quarterly-june-2022,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-june-2021/recruitment-diversity-statistics-june-21,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-june-2021/recruitment-diversity-statistics-june-21,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-june-2021,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-june-2021,
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-march-2021/workforce-statistics-guide,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-march-2021/workforce-statistics-guide,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-march-2021/hmpps-covid-19-experimental-statistics-annex-30-april-2021,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-march-2021/hmpps-covid-19-experimental-statistics-annex-30-april-2021,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-march-2022/hmpps-covid-19-experimental-statistics-annex-30-april-2022,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-march-2022/hmpps-covid-19-experimental-statistics-annex-30-april-2022,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-june-2021/her-majestys-prison-and-probation-service-workforce-quarterly-june-2021,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-june-2021/her-majestys-prison-and-probation-service-workforce-quarterly-june-2021,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-december-2020/recruitment-diversity-experimental-statistics-q1-2019-to-q4-2020,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-december-2020/recruitment-diversity-experimental-statistics-q1-2019-to-q4-2020,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-december-2021/her-majestys-prison-and-probation-service-workforce-quarterly-december-2021,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-december-2021/her-majestys-prison-and-probation-service-workforce-quarterly-december-2021,html_publication
https://www.gov.uk/government/statistics/her-majestys-prison-and-probation-service-workforce-quarterly-september-2021/hmpps-covid-19-experimental-statistics-annex-31-october-2021,https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-september-2021/hmpps-covid-19-experimental-statistics-annex-31-october-2021,html_publication
https://www.gov.uk/government/organisations/her-majestys-government-communications-centre/about,https://www.gov.uk/government/organisations/hm-government-communications-centre/about,about
https://www.gov.uk/government/organisations/queens-harbour-master/about/complaints-procedure,https://www.gov.uk/government/organisations/kings-harbour-master/about/complaints-procedure,complaints_procedure
https://www.gov.uk/government/organisations/her-majestys-prison-and-probation-service/about,https://www.gov.uk/government/organisations/hm-prison-and-probation-service/about,about
https://www.gov.uk/government/statistics/announcements/her-majestys-prison-and-probation-service-workforce-quarterly-september-2022--2,https://www.gov.uk/government/statistics/announcements/hm-prison-and-probation-service-workforce-quarterly-september-2022--2,official_statistics_announcement
https://www.gov.uk/government/organisations/her-majestys-prison-and-probation-service/about/recruitment,https://www.gov.uk/government/organisations/hm-prison-and-probation-service/about/recruitment,recruitment
https://www.gov.uk/government/organisations/her-majestys-prison-and-probation-service/about/personal-information-charter,https://www.gov.uk/government/organisations/hm-prison-and-probation-service/about/personal-information-charter,
https://www.gov.uk/government/statistics/announcements/her-majestys-prison-and-probation-service-workforce-quarterly-december-2022,https://www.gov.uk/government/statistics/announcements/hm-prison-and-probation-service-workforce-quarterly-december-2022,official_statistics_announcement
https://www.gov.uk/government/statistics/announcements/her-majestys-prison-and-probation-service-workforce-quarterly-march-2023,https://www.gov.uk/government/statistics/announcements/hm-prison-and-probation-service-workforce-quarterly-march-2023,official_statistics_announcement
https://www.gov.uk/government/statistics/announcements/her-majestys-prison-and-probation-service-offender-equalities-report-2021-to-2022,https://www.gov.uk/government/statistics/announcements/hm-prison-and-probation-service-offender-equalities-report-2021-to-2022,official_statistics_announcement
https://www.gov.uk/government/organisations/her-majestys-prison-and-probation-service,https://www.gov.uk/government/organisations/hm-prison-and-probation-service,organisation
https://www.gov.uk/government/organisations/her-majestys-prison-and-probation-service/about/about-our-services,https://www.gov.uk/government/organisations/hm-prison-and-probation-service/about/about-our-services,about
https://www.gov.uk/government/organisations/queens-harbour-master/about,https://www.gov.uk/government/organisations/kings-harbour-master/about,about
https://www.gov.uk/government/publications/form-pf52-order-in-the-queens-bench-division-for-case-and-costs-management-directions-in-the-multi-track-part-29,https://www.gov.uk/government/publications/form-pf52-order-in-the-kings-bench-division-for-case-and-costs-management-directions-in-the-multi-track-part-29,form
https://www.gov.uk/government/organisations/her-majestys-prison-and-probation-service/about-our-services,https://www.gov.uk/government/organisations/hm-prison-and-probation-service/about-our-services,about
https://www.gov.uk/government/organisations/her-majestys-prison-and-probation-service/about/complaints-procedure,https://www.gov.uk/government/organisations/hm-prison-and-probation-service/about/complaints-procedure,about
https://www.gov.uk/government/organisations/her-majestys-prison-and-probation-service/about/our-governance,https://www.gov.uk/government/organisations/hm-prison-and-probation-service/about/our-governance,our_governance
https://www.gov.uk/government/organisations/her-majestys-prison-and-probation-service/about/procurement,https://www.gov.uk/government/organisations/hm-prison-and-probation-service/about/procurement,about
https://www.gov.uk/government/organisations/her-majestys-prison-and-probation-service/about/equality-and-diversity,https://www.gov.uk/government/organisations/hm-prison-and-probation-service/about/equality-and-diversity,equality_and_diversity
https://www.gov.uk/government/statistics/announcements/her-majestys-prison-and-probation-service-staff-equalities-report-2019-to-2020,https://www.gov.uk/government/statistics/announcements/hm-prison-and-probation-service-staff-equalities-report-2019-to-2020,official_statistics_announcement
https://www.gov.uk/government/ministers/government-deputy-chief-whip-and-captain-of-the-queens-bodyguard-of-the-yeomen-of-the-guard,https://www.gov.uk/government/ministers/government-deputy-chief-whip-and-captain-of-the-kings-bodyguard-of-the-yeomen-of-the-guard,ministerial_role
