old_slug,new_slug,locale
/government/world/organisations/department-for-international-trade-indonesia/about,/government/world/organisations/department-for-business-and-trade-indonesia/about,en
/government/world/organisations/department-for-international-trade-japan,/government/world/organisations/department-for-business-and-trade-japan,en
/government/world/organisations/department-for-international-trade-japan.ja,/government/world/organisations/department-for-business-and-trade-japan.ja,ja
/government/world/organisations/department-for-international-trade-japan/about,/government/world/organisations/department-for-business-and-trade-japan/about,en
/government/world/organisations/department-for-international-trade-japan/about.ja,/government/world/organisations/department-for-business-and-trade-japan/about.ja,ja
/government/world/organisations/department-for-international-trade-kuwait,/government/world/organisations/department-for-business-and-trade-kuwait,en
/government/world/organisations/department-for-international-trade-kuwait/about,/government/world/organisations/department-for-business-and-trade-kuwait/about,en
/government/world/organisations/department-for-international-trade-malaysia,/government/world/organisations/department-for-business-and-trade-malaysia,en
/government/world/organisations/department-for-international-trade-malaysia/about,/government/world/organisations/department-for-business-and-trade-malaysia/about,en
/government/world/organisations/department-for-international-trade-mexico,/government/world/organisations/department-for-business-and-trade-mexico,en
/government/world/organisations/department-for-international-trade-mexico.es-419,/government/world/organisations/department-for-business-and-trade-mexico.es-419,es-419
/government/world/organisations/department-for-international-trade-mexico/about,/government/world/organisations/department-for-business-and-trade-mexico/about,en
/government/world/organisations/department-for-international-trade-mexico/about.es-419,/government/world/organisations/department-for-business-and-trade-mexico/about.es-419,es-419
/government/world/organisations/department-for-international-trade-nigeria,/government/world/organisations/department-for-business-and-trade-nigeria,en
/government/world/organisations/department-for-international-trade-nigeria/about,/government/world/organisations/department-for-business-and-trade-nigeria/about,en
/government/world/organisations/department-for-international-trade-poland,/government/world/organisations/department-for-business-and-trade-poland,en
/government/world/organisations/department-for-international-trade-poland.pl,/government/world/organisations/department-for-business-and-trade-poland.pl,pl
/government/world/organisations/department-for-international-trade-poland/about,/government/world/organisations/department-for-business-and-trade-poland/about,en
/government/world/organisations/department-for-international-trade-poland/about.pl,/government/world/organisations/department-for-business-and-trade-poland/about.pl,pl
/government/world/organisations/department-for-international-trade-qatar,/government/world/organisations/department-for-business-and-trade-qatar,en
/government/world/organisations/department-for-international-trade-qatar/about,/government/world/organisations/department-for-business-and-trade-qatar/about,en
/government/world/organisations/department-for-international-trade-russia,/government/world/organisations/department-for-business-and-trade-russia,en
/government/world/organisations/department-for-international-trade-russia/about,/government/world/organisations/department-for-business-and-trade-russia/about,en
/government/world/organisations/department-for-international-trade-saudi-arabia,/government/world/organisations/department-for-business-and-trade-saudi-arabia,en
/government/world/organisations/department-for-international-trade-saudi-arabia/about,/government/world/organisations/department-for-business-and-trade-saudi-arabia/about,en
/government/world/organisations/department-for-international-trade-singapore,/government/world/organisations/department-for-business-and-trade-singapore,en
/government/world/organisations/department-for-international-trade-singapore/about,/government/world/organisations/department-for-business-and-trade-singapore/about,en
/government/world/organisations/department-for-international-trade-south-africa,/government/world/organisations/department-for-business-and-trade-south-africa,en
/government/world/organisations/department-for-international-trade-south-africa/about,/government/world/organisations/department-for-business-and-trade-south-africa/about,en
/government/world/organisations/department-for-international-trade-south-korea,/government/world/organisations/department-for-business-and-trade-south-korea,en
/government/world/organisations/department-for-international-trade-south-korea.ko,/government/world/organisations/department-for-business-and-trade-south-korea.ko,ko
/government/world/organisations/department-for-international-trade-south-korea/about,/government/world/organisations/department-for-business-and-trade-south-korea/about,en
/government/world/organisations/department-for-international-trade-south-korea/about.ko,/government/world/organisations/department-for-business-and-trade-south-korea/about.ko,ko
/government/world/organisations/department-for-international-trade-taiwan,/government/world/organisations/department-for-business-and-trade-taiwan,en
/government/world/organisations/department-for-international-trade-taiwan.zh-tw,/government/world/organisations/department-for-business-and-trade-taiwan.zh-tw,zh-tw
/government/world/organisations/department-for-international-trade-taiwan/about,/government/world/organisations/department-for-business-and-trade-taiwan/about,en
/government/world/organisations/department-for-international-trade-taiwan/about.zh-tw,/government/world/organisations/department-for-business-and-trade-taiwan/about.zh-tw,zh-tw
/government/world/organisations/department-for-international-trade-thailand,/government/world/organisations/department-for-business-and-trade-thailand,en
/government/world/organisations/department-for-international-trade-thailand.th,/government/world/organisations/department-for-business-and-trade-thailand.th,th
/government/world/organisations/department-for-international-trade-thailand/about,/government/world/organisations/department-for-business-and-trade-thailand/about,en
/government/world/organisations/department-for-international-trade-thailand/about.th,/government/world/organisations/department-for-business-and-trade-thailand/about.th,th
/government/world/organisations/department-for-international-trade-turkey,/government/world/organisations/department-for-business-and-trade-turkey,en
/government/world/organisations/department-for-international-trade-turkey/about,/government/world/organisations/department-for-business-and-trade-turkey/about,en
/government/world/organisations/department-for-international-trade-united-arab-emirates,/government/world/organisations/department-for-business-and-trade-united-arab-emirates,en
/government/world/organisations/department-for-international-trade-united-arab-emirates.ar,/government/world/organisations/department-for-business-and-trade-united-arab-emirates.ar,ar
/government/world/organisations/department-for-international-trade-united-arab-emirates/about,/government/world/organisations/department-for-business-and-trade-united-arab-emirates/about,en
/government/world/organisations/department-for-international-trade-united-arab-emirates/about.ar,/government/world/organisations/department-for-business-and-trade-united-arab-emirates/about.ar,ar
/government/world/organisations/department-for-international-trade-vietnam,/government/world/organisations/department-for-business-and-trade-vietnam,en
/government/world/organisations/department-for-international-trade-vietnam/about,/government/world/organisations/department-for-business-and-trade-vietnam/about,en
/world/organisations/department-for-international-trade-Hungary,/world/organisations/department-for-business-and-trade-Hungary,null
/world/organisations/department-for-international-trade-afghanistan,/world/organisations/department-for-business-and-trade-afghanistan,en
/world/organisations/department-for-international-trade-algeria,/world/organisations/department-for-business-and-trade-algeria,en
/world/organisations/department-for-international-trade-angola,/world/organisations/department-for-business-and-trade-angola,en
/world/organisations/department-for-international-trade-argentina,/world/organisations/department-for-business-and-trade-argentina,en
/world/organisations/department-for-international-trade-argentina.es-419,/world/organisations/department-for-business-and-trade-argentina.es-419,es-419
/world/organisations/department-for-international-trade-argentina/about,/world/organisations/department-for-business-and-trade-argentina/about,en
/world/organisations/department-for-international-trade-argentina/about.es-419,/world/organisations/department-for-business-and-trade-argentina/about.es-419,es-419
/world/organisations/department-for-international-trade-argentina/about/about,/world/organisations/department-for-business-and-trade-argentina/about/about,en
/world/organisations/department-for-international-trade-argentina/about/about.es-419,/world/organisations/department-for-business-and-trade-argentina/about/about.es-419,es-419
/world/organisations/department-for-international-trade-australia,/world/organisations/department-for-business-and-trade-australia,en
/world/organisations/department-for-international-trade-austria,/world/organisations/department-for-business-and-trade-austria,en
/world/organisations/department-for-international-trade-austria.de,/world/organisations/department-for-business-and-trade-austria.de,de
/world/organisations/department-for-international-trade-austria/about/access-and-opening,/world/organisations/department-for-business-and-trade-austria/about/access-and-opening,en
/world/organisations/department-for-international-trade-austria/about/access-and-opening.de,/world/organisations/department-for-business-and-trade-austria/about/access-and-opening.de,de
/world/organisations/department-for-international-trade-austria/about/recruitment,/world/organisations/department-for-business-and-trade-austria/about/recruitment,en
/world/organisations/department-for-international-trade-austria/about/recruitment.de,/world/organisations/department-for-business-and-trade-austria/about/recruitment.de,de
/world/organisations/department-for-international-trade-azerbaijan,/world/organisations/department-for-business-and-trade-azerbaijan,en
/world/organisations/department-for-international-trade-bahrain,/world/organisations/department-for-business-and-trade-bahrain,en
/world/organisations/department-for-international-trade-bangladesh,/world/organisations/department-for-business-and-trade-bangladesh,en
/world/organisations/department-for-international-trade-barbados,/world/organisations/department-for-business-and-trade-barbados,en
/world/organisations/department-for-international-trade-belgium,/world/organisations/department-for-business-and-trade-belgium,en
/world/organisations/department-for-international-trade-belgium/about,/world/organisations/department-for-business-and-trade-belgium/about,en
/world/organisations/department-for-international-trade-belgium/about/about,/world/organisations/department-for-business-and-trade-belgium/about/about,en
/world/organisations/department-for-international-trade-bolivia,/world/organisations/department-for-business-and-trade-bolivia,en
/world/organisations/department-for-international-trade-bosnia-and-herzegovina,/world/organisations/department-for-business-and-trade-bosnia-and-herzegovina,en
/world/organisations/department-for-international-trade-brazil,/world/organisations/department-for-business-and-trade-brazil,en
/world/organisations/department-for-international-trade-brazil.pt,/world/organisations/department-for-business-and-trade-brazil.pt,pt
/world/organisations/department-for-international-trade-brazil/about,/world/organisations/department-for-business-and-trade-brazil/about,en
/world/organisations/department-for-international-trade-brazil/about/about.pt,/world/organisations/department-for-business-and-trade-brazil/about/about.pt,pt
/world/organisations/department-for-international-trade-brazil/about/personal-information-charter,/world/organisations/department-for-business-and-trade-brazil/about/personal-information-charter,en
/world/organisations/department-for-international-trade-bulgaria,/world/organisations/department-for-business-and-trade-bulgaria,en
/world/organisations/department-for-international-trade-burma,/world/organisations/department-for-business-and-trade-burma,en
/world/organisations/department-for-international-trade-cambodia,/world/organisations/department-for-business-and-trade-cambodia,en
/world/organisations/department-for-international-trade-cameroon,/world/organisations/department-for-business-and-trade-cameroon,en
/world/organisations/department-for-international-trade-cameroon/about/about,/world/organisations/department-for-business-and-trade-cameroon/about/about,en
/world/organisations/department-for-international-trade-canada,/world/organisations/department-for-business-and-trade-canada,en
/world/organisations/department-for-international-trade-canada/about,/world/organisations/department-for-business-and-trade-canada/about,en
/world/organisations/department-for-international-trade-canada/about/about,/world/organisations/department-for-business-and-trade-canada/about/about,en
/world/organisations/department-for-international-trade-chile,/world/organisations/department-for-business-and-trade-chile,en
/world/organisations/department-for-international-trade-china,/world/organisations/department-for-business-and-trade-china,en
/world/organisations/department-for-international-trade-china/about,/world/organisations/department-for-business-and-trade-china/about,en
/world/organisations/department-for-international-trade-china/about.zh,/world/organisations/department-for-business-and-trade-china/about.zh,zh
/world/organisations/department-for-international-trade-china/about/about,/world/organisations/department-for-business-and-trade-china/about/about,en
/world/organisations/department-for-international-trade-china/about/about.zh,/world/organisations/department-for-business-and-trade-china/about/about.zh,zh
/world/organisations/department-for-international-trade-colombia,/world/organisations/department-for-business-and-trade-colombia,en
/world/organisations/department-for-international-trade-colombia.es-419,/world/organisations/department-for-business-and-trade-colombia.es-419,es-419
/world/organisations/department-for-international-trade-costa-rica,/world/organisations/department-for-business-and-trade-costa-rica,en
/world/organisations/department-for-international-trade-cote-divoire,/world/organisations/department-for-business-and-trade-cote-divoire,en
/world/organisations/department-for-international-trade-croatia,/world/organisations/department-for-business-and-trade-croatia,en
/world/organisations/department-for-international-trade-cuba,/world/organisations/department-for-business-and-trade-cuba,en
/world/organisations/department-for-international-trade-cyprus,/world/organisations/department-for-business-and-trade-cyprus,en
/world/organisations/department-for-international-trade-czech-republic,/world/organisations/department-for-business-and-trade-czech-republic,en
/world/organisations/department-for-international-trade-czech-republic.cs,/world/organisations/department-for-business-and-trade-czech-republic.cs,cs
/world/organisations/department-for-international-trade-denmark,/world/organisations/department-for-business-and-trade-denmark,en
/world/organisations/department-for-international-trade-dominican-republic,/world/organisations/department-for-business-and-trade-dominican-republic,en
/world/organisations/department-for-international-trade-ecuador,/world/organisations/department-for-business-and-trade-ecuador,en
/world/organisations/department-for-international-trade-ecuador.es-419,/world/organisations/department-for-business-and-trade-ecuador.es-419,es-419
/world/organisations/department-for-international-trade-egypt,/world/organisations/department-for-business-and-trade-egypt,en
/world/organisations/department-for-international-trade-estonia,/world/organisations/department-for-business-and-trade-estonia,en
/world/organisations/department-for-international-trade-ethiopia,/world/organisations/department-for-business-and-trade-ethiopia,en
/world/organisations/department-for-international-trade-finland,/world/organisations/department-for-business-and-trade-finland,en
/world/organisations/department-for-international-trade-france,/world/organisations/department-for-business-and-trade-france,en
/world/organisations/department-for-international-trade-france.fr,/world/organisations/department-for-business-and-trade-france.fr,fr
/world/organisations/department-for-international-trade-france/about,/world/organisations/department-for-business-and-trade-france/about,en
/world/organisations/department-for-international-trade-france/about.fr,/world/organisations/department-for-business-and-trade-france/about.fr,fr
/world/organisations/department-for-international-trade-france/about/about,/world/organisations/department-for-business-and-trade-france/about/about,en
/world/organisations/department-for-international-trade-france/about/about.fr,/world/organisations/department-for-business-and-trade-france/about/about.fr,fr
/world/organisations/department-for-international-trade-germany,/world/organisations/department-for-business-and-trade-germany,en
/world/organisations/department-for-international-trade-germany/about,/world/organisations/department-for-business-and-trade-germany/about,en
/world/organisations/department-for-international-trade-germany/about/about,/world/organisations/department-for-business-and-trade-germany/about/about,en
/world/organisations/department-for-international-trade-ghana,/world/organisations/department-for-business-and-trade-ghana,en
/world/organisations/department-for-international-trade-greece,/world/organisations/department-for-business-and-trade-greece,en
/world/organisations/department-for-international-trade-guatemala,/world/organisations/department-for-business-and-trade-guatemala,en
/world/organisations/department-for-international-trade-guyana,/world/organisations/department-for-business-and-trade-guyana,en
/world/organisations/department-for-international-trade-hong-kong,/world/organisations/department-for-business-and-trade-hong-kong,en
/world/organisations/department-for-international-trade-hong-kong/about,/world/organisations/department-for-business-and-trade-hong-kong/about,en
/world/organisations/department-for-international-trade-hong-kong/about/about,/world/organisations/department-for-business-and-trade-hong-kong/about/about,en
/world/organisations/department-for-international-trade-hungary,/world/organisations/department-for-business-and-trade-hungary,en
/world/organisations/department-for-international-trade-hungary/about,/world/organisations/department-for-business-and-trade-hungary/about,en
/world/organisations/department-for-international-trade-hungary/about/about,/world/organisations/department-for-business-and-trade-hungary/about/about,en
/world/organisations/department-for-international-trade-hungary/about/staff-update,/world/organisations/department-for-business-and-trade-hungary/about/staff-update,en
/world/organisations/department-for-international-trade-iceland,/world/organisations/department-for-business-and-trade-iceland,en
/world/organisations/department-for-international-trade-in-the-usa,/world/organisations/department-for-business-and-trade-in-the-usa,en
/world/organisations/department-for-international-trade-in-the-usa/about,/world/organisations/department-for-business-and-trade-in-the-usa/about,en
/world/organisations/department-for-international-trade-in-the-usa/about/about,/world/organisations/department-for-business-and-trade-in-the-usa/about/about,en
/world/organisations/department-for-international-trade-india,/world/organisations/department-for-business-and-trade-india,en
/world/organisations/department-for-international-trade-india.hi,/world/organisations/department-for-business-and-trade-india.hi,hi
/world/organisations/department-for-international-trade-india/about,/world/organisations/department-for-business-and-trade-india/about,en
/world/organisations/department-for-international-trade-india/about.hi,/world/organisations/department-for-business-and-trade-india/about.hi,hi
/world/organisations/department-for-international-trade-india/about/about,/world/organisations/department-for-business-and-trade-india/about/about,en
/world/organisations/department-for-international-trade-india/about/about.hi,/world/organisations/department-for-business-and-trade-india/about/about.hi,hi
/world/organisations/department-for-international-trade-indonesia,/world/organisations/department-for-business-and-trade-indonesia,en
/world/organisations/department-for-international-trade-indonesia/about,/world/organisations/department-for-business-and-trade-indonesia/about,en
/world/organisations/department-for-international-trade-indonesia/about/about,/world/organisations/department-for-business-and-trade-indonesia/about/about,en
/world/organisations/department-for-international-trade-iran,/world/organisations/department-for-business-and-trade-iran,en
/world/organisations/department-for-international-trade-iraq,/world/organisations/department-for-business-and-trade-iraq,en
/world/organisations/department-for-international-trade-ireland,/world/organisations/department-for-business-and-trade-ireland,en
/world/organisations/department-for-international-trade-israel,/world/organisations/department-for-business-and-trade-israel,en
/world/organisations/department-for-international-trade-italy,/world/organisations/department-for-business-and-trade-italy,en
/world/organisations/department-for-international-trade-italy.it,/world/organisations/department-for-business-and-trade-italy.it,it
/world/organisations/department-for-international-trade-italy/about/access-and-opening,/world/organisations/department-for-business-and-trade-italy/about/access-and-opening,en
/world/organisations/department-for-international-trade-italy/about/access-and-opening.it,/world/organisations/department-for-business-and-trade-italy/about/access-and-opening.it,it
/world/organisations/department-for-international-trade-italy/about/complaints-procedure,/world/organisations/department-for-business-and-trade-italy/about/complaints-procedure,en
/world/organisations/department-for-international-trade-italy/about/complaints-procedure.it,/world/organisations/department-for-business-and-trade-italy/about/complaints-procedure.it,it
/world/organisations/department-for-international-trade-italy/about/recruitment,/world/organisations/department-for-business-and-trade-italy/about/recruitment,en
/world/organisations/department-for-international-trade-italy/about/recruitment.it,/world/organisations/department-for-business-and-trade-italy/about/recruitment.it,it
/world/organisations/department-for-international-trade-jamaica,/world/organisations/department-for-business-and-trade-jamaica,en
/world/organisations/department-for-international-trade-japan,/world/organisations/department-for-business-and-trade-japan,en
/world/organisations/department-for-international-trade-japan.ja,/world/organisations/department-for-business-and-trade-japan.ja,ja
/world/organisations/department-for-international-trade-japan/about,/world/organisations/department-for-business-and-trade-japan/about,en
/world/organisations/department-for-international-trade-japan/about.ja,/world/organisations/department-for-business-and-trade-japan/about.ja,ja
/world/organisations/department-for-international-trade-japan/about/about,/world/organisations/department-for-business-and-trade-japan/about/about,en
/world/organisations/department-for-international-trade-japan/about/about.ja,/world/organisations/department-for-business-and-trade-japan/about/about.ja,ja
/world/organisations/department-for-international-trade-jordan,/world/organisations/department-for-business-and-trade-jordan,en
/world/organisations/department-for-international-trade-kazakhstan,/world/organisations/department-for-business-and-trade-kazakhstan,en
/world/organisations/department-for-international-trade-kazakhstan.ru,/world/organisations/department-for-business-and-trade-kazakhstan.ru,ru
/world/organisations/department-for-international-trade-kenya,/world/organisations/department-for-business-and-trade-kenya,en
/world/organisations/department-for-international-trade-kuwait,/world/organisations/department-for-business-and-trade-kuwait,en
/world/organisations/department-for-international-trade-kuwait/about,/world/organisations/department-for-business-and-trade-kuwait/about,en
/world/organisations/department-for-international-trade-kuwait/about/about,/world/organisations/department-for-business-and-trade-kuwait/about/about,en
/world/organisations/department-for-international-trade-latvia,/world/organisations/department-for-business-and-trade-latvia,en
/world/organisations/department-for-international-trade-latvia.lv,/world/organisations/department-for-business-and-trade-latvia.lv,lv
/world/organisations/department-for-international-trade-lebanon,/world/organisations/department-for-business-and-trade-lebanon,en
/world/organisations/department-for-international-trade-liechtenstein,/world/organisations/department-for-business-and-trade-liechtenstein,en
/world/organisations/department-for-international-trade-lithuania,/world/organisations/department-for-business-and-trade-lithuania,en
/world/organisations/department-for-international-trade-lithuania.lt,/world/organisations/department-for-business-and-trade-lithuania.lt,lt
/world/organisations/department-for-international-trade-luxembourg,/world/organisations/department-for-business-and-trade-luxembourg,en
/world/organisations/department-for-international-trade-malaysia,/world/organisations/department-for-business-and-trade-malaysia,en
/world/organisations/department-for-international-trade-malaysia/about,/world/organisations/department-for-business-and-trade-malaysia/about,en
/world/organisations/department-for-international-trade-malaysia/about/about,/world/organisations/department-for-business-and-trade-malaysia/about/about,en
/world/organisations/department-for-international-trade-mauritius,/world/organisations/department-for-business-and-trade-mauritius,en
/world/organisations/department-for-international-trade-mexico,/world/organisations/department-for-business-and-trade-mexico,en
/world/organisations/department-for-international-trade-mexico.es-419,/world/organisations/department-for-business-and-trade-mexico.es-419,es-419
/world/organisations/department-for-international-trade-mexico/about,/world/organisations/department-for-business-and-trade-mexico/about,en
/world/organisations/department-for-international-trade-mexico/about.es-419,/world/organisations/department-for-business-and-trade-mexico/about.es-419,es-419
/world/organisations/department-for-international-trade-mexico/about/about,/world/organisations/department-for-business-and-trade-mexico/about/about,en
/world/organisations/department-for-international-trade-mexico/about/about.es-419,/world/organisations/department-for-business-and-trade-mexico/about/about.es-419,es-419
/world/organisations/department-for-international-trade-mongolia,/world/organisations/department-for-business-and-trade-mongolia,en
/world/organisations/department-for-international-trade-morocco,/world/organisations/department-for-business-and-trade-morocco,en
/world/organisations/department-for-international-trade-morocco.ar,/world/organisations/department-for-business-and-trade-morocco.ar,ar
/world/organisations/department-for-international-trade-mozambique,/world/organisations/department-for-business-and-trade-mozambique,en
/world/organisations/department-for-international-trade-myanmar,/world/organisations/department-for-business-and-trade-myanmar,en
/world/organisations/department-for-international-trade-namibia,/world/organisations/department-for-business-and-trade-namibia,en
/world/organisations/department-for-international-trade-nepal,/world/organisations/department-for-business-and-trade-nepal,en
/world/organisations/department-for-international-trade-netherlands,/world/organisations/department-for-business-and-trade-netherlands,en
/world/organisations/department-for-international-trade-netherlands/about/access-and-opening,/world/organisations/department-for-business-and-trade-netherlands/about/access-and-opening,en
/world/organisations/department-for-international-trade-netherlands/about/recruitment,/world/organisations/department-for-business-and-trade-netherlands/about/recruitment,en
/world/organisations/department-for-international-trade-new-zealand,/world/organisations/department-for-business-and-trade-new-zealand,en
/world/organisations/department-for-international-trade-nigeria,/world/organisations/department-for-business-and-trade-nigeria,en
/world/organisations/department-for-international-trade-nigeria/about,/world/organisations/department-for-business-and-trade-nigeria/about,en
/world/organisations/department-for-international-trade-nigeria/about/about,/world/organisations/department-for-business-and-trade-nigeria/about/about,en
/world/organisations/department-for-international-trade-norway,/world/organisations/department-for-business-and-trade-norway,en
/world/organisations/department-for-international-trade-oman,/world/organisations/department-for-business-and-trade-oman,en
/world/organisations/department-for-international-trade-pakistan,/world/organisations/department-for-business-and-trade-pakistan,en
/world/organisations/department-for-international-trade-pakistan.ur,/world/organisations/department-for-business-and-trade-pakistan.ur,ur
/world/organisations/department-for-international-trade-panama,/world/organisations/department-for-business-and-trade-panama,en
/world/organisations/department-for-international-trade-papua-new-guinea-and-south-pacific,/world/organisations/department-for-business-and-trade-papua-new-guinea-and-south-pacific,en
/world/organisations/department-for-international-trade-paraguay,/world/organisations/department-for-business-and-trade-paraguay,en
/world/organisations/department-for-international-trade-peru,/world/organisations/department-for-business-and-trade-peru,en
/world/organisations/department-for-international-trade-philippines,/world/organisations/department-for-business-and-trade-philippines,en
/world/organisations/department-for-international-trade-poland,/world/organisations/department-for-business-and-trade-poland,en
/world/organisations/department-for-international-trade-poland.pl,/world/organisations/department-for-business-and-trade-poland.pl,pl
/world/organisations/department-for-international-trade-poland/about,/world/organisations/department-for-business-and-trade-poland/about,en
/world/organisations/department-for-international-trade-poland/about.pl,/world/organisations/department-for-business-and-trade-poland/about.pl,pl
/world/organisations/department-for-international-trade-poland/about/about,/world/organisations/department-for-business-and-trade-poland/about/about,en
/world/organisations/department-for-international-trade-poland/about/about.pl,/world/organisations/department-for-business-and-trade-poland/about/about.pl,pl
/world/organisations/department-for-international-trade-portugal,/world/organisations/department-for-business-and-trade-portugal,en
/world/organisations/department-for-international-trade-portugal.pt,/world/organisations/department-for-business-and-trade-portugal.pt,pt
/world/organisations/department-for-international-trade-portugal/about/recruitment,/world/organisations/department-for-business-and-trade-portugal/about/recruitment,en
/world/organisations/department-for-international-trade-qatar,/world/organisations/department-for-business-and-trade-qatar,en
/world/organisations/department-for-international-trade-qatar/about,/world/organisations/department-for-business-and-trade-qatar/about,en
/world/organisations/department-for-international-trade-qatar/about/about,/world/organisations/department-for-business-and-trade-qatar/about/about,en
/world/organisations/department-for-international-trade-romania,/world/organisations/department-for-business-and-trade-romania,en
/world/organisations/department-for-international-trade-romania.ro,/world/organisations/department-for-business-and-trade-romania.ro,ro
/world/organisations/department-for-international-trade-romania/about/access-and-opening,/world/organisations/department-for-business-and-trade-romania/about/access-and-opening,en
/world/organisations/department-for-international-trade-russia,/world/organisations/department-for-business-and-trade-russia,en
/world/organisations/department-for-international-trade-russia/about,/world/organisations/department-for-business-and-trade-russia/about,en
/world/organisations/department-for-international-trade-russia/about/about,/world/organisations/department-for-business-and-trade-russia/about/about,en
/world/organisations/department-for-international-trade-saudi-arabia,/world/organisations/department-for-business-and-trade-saudi-arabia,en
/world/organisations/department-for-international-trade-saudi-arabia/about,/world/organisations/department-for-business-and-trade-saudi-arabia/about,en
/world/organisations/department-for-international-trade-saudi-arabia/about/about,/world/organisations/department-for-business-and-trade-saudi-arabia/about/about,en
/world/organisations/department-for-international-trade-senegal,/world/organisations/department-for-business-and-trade-senegal,en
/world/organisations/department-for-international-trade-serbia,/world/organisations/department-for-business-and-trade-serbia,en
/world/organisations/department-for-international-trade-singapore,/world/organisations/department-for-business-and-trade-singapore,en
/world/organisations/department-for-international-trade-singapore/about,/world/organisations/department-for-business-and-trade-singapore/about,en
/world/organisations/department-for-international-trade-singapore/about/about,/world/organisations/department-for-business-and-trade-singapore/about/about,en
/world/organisations/department-for-international-trade-slovakia,/world/organisations/department-for-business-and-trade-slovakia,en
/world/organisations/department-for-international-trade-slovenia,/world/organisations/department-for-business-and-trade-slovenia,en
/world/organisations/department-for-international-trade-south-africa,/world/organisations/department-for-business-and-trade-south-africa,en
/world/organisations/department-for-international-trade-south-africa/about,/world/organisations/department-for-business-and-trade-south-africa/about,en
/world/organisations/department-for-international-trade-south-africa/about/about,/world/organisations/department-for-business-and-trade-south-africa/about/about,en
