base_path,status,document_id,edition_id,locale,content_store,errors
/guidance/residency-requirements-in-spain,200,150822,645641,en,content-store,details body doesn't match
/guidance/disclosure-and-barring-service-representations-process,200,150959,509853,en,content-store,related_guides shouldn't contain '5dc3c8d6-7631-11e4-a3cb-005056011aef'
/guidance/notarial-and-documentary-services-guide-for-germany,200,156686,651894,en,draft-content-store,details body doesn't match
/guidance/notarial-and-documentary-services-guide-for-germany,200,156686,651894,en,content-store,details body doesn't match
/guidance/universal-credit-toolkit-for-partner-organisations,200,156909,653465,en,draft-content-store,details body doesn't match
/guidance/universal-credit-toolkit-for-partner-organisations,200,156909,653465,en,content-store,details body doesn't match
/guidance/notarial-and-documentary-services-guide-for-the-philippines,200,157848,651437,en,draft-content-store,details body doesn't match
/guidance/notarial-and-documentary-services-guide-for-the-philippines,200,157848,651437,en,content-store,details body doesn't match
/guidance/adoption-in-the-philippines,200,159000,651438,en,draft-content-store,details body doesn't match
/guidance/adoption-in-the-philippines,200,159000,651438,en,content-store,details body doesn't match
/guidance/notarial-and-documentary-services-guide-for-tunisia,200,159382,648882,en,draft-content-store,details body doesn't match
/guidance/notarial-and-documentary-services-guide-for-tunisia,200,159382,648882,en,content-store,details body doesn't match
/guidance/notarial-and-documentary-services-guide-for-ecuador,200,159798,647001,en,draft-content-store,details body doesn't match
/guidance/notarial-and-documentary-services-guide-for-ecuador,200,159798,647001,en,content-store,details body doesn't match
/guidance/commercial-disputes-in-china,200,159863,648597,en,draft-content-store,details body doesn't match
/guidance/commercial-disputes-in-china,200,159863,648597,en,content-store,organisations should contain '9adfc4ed-9f6c-4976-a6d8-18d34356367c' but doesn't,details body doesn't match
/guidance/export-insurance-policy,200,160490,654705,en,draft-content-store,details body doesn't match
/guidance/export-insurance-policy,200,160490,654705,en,content-store,details body doesn't match
/guidance/notarial-and-documentary-services-guide-for-turkmenistan,200,162782,652209,en,draft-content-store,details body doesn't match
/guidance/notarial-and-documentary-services-guide-for-turkmenistan,200,162782,652209,en,content-store,details body doesn't match
/guidance/country-cover-policy-and-indicators,200,162783,653788,en,draft-content-store,details body doesn't match
/guidance/country-cover-policy-and-indicators,200,162783,653788,en,content-store,details body doesn't match
/guidance/notarial-and-documentary-services-guide-for-nepal,200,162790,652533,en,draft-content-store,details body doesn't match
/guidance/notarial-and-documentary-services-guide-for-nepal,200,162790,652533,en,content-store,details body doesn't match
/guidance/notarial-and-documentary-services-guide-for-greece,200,163777,652739,en,draft-content-store,details body doesn't match
/guidance/notarial-and-documentary-services-for-costa-rica-and-nicaragua,200,165165,648416,en,draft-content-store,details body doesn't match
/guidance/notarial-and-documentary-services-for-costa-rica-and-nicaragua,200,165165,648416,en,content-store,details body doesn't match
/guidance/notarial-and-documentary-services-guide-for-brazil,200,165304,654489,en,draft-content-store,details body doesn't match
/guidance/notarial-and-documentary-services-guide-for-brazil,200,165304,654489,en,content-store,details body doesn't match
/guidance/dvlas-current-medical-guidelines-for-professionals-conditions-d-to-f,404,165362,539167,en,content-store,item is unpublished but there is nothing in the draft content store
/guidance/dvlas-current-medical-guidelines-for-professionals-conditions-g-to-i,404,165388,539189,en,content-store,item is unpublished but there is nothing in the draft content store
/guidance/dvlas-current-medical-guidelines-for-professionals-conditions-j-to-l,404,165569,539205,en,content-store,item is unpublished but there is nothing in the draft content store
/guidance/dvlas-current-medical-guidelines-for-professionals-conditions-m-to-o,404,165584,580614,en,content-store,item is unpublished but there is nothing in the draft content store
/guidance/dvlas-current-medical-guidelines-for-professionals-conditions-p-to-r,404,165612,539257,en,content-store,item is unpublished but there is nothing in the draft content store
/guidance/dvlas-current-medical-guidelines-for-professionals-conditions-s-to-u,404,165614,580652,en,content-store,item is unpublished but there is nothing in the draft content store
/guidance/dvlas-current-medical-guidelines-for-professionals-conditions-v-to-z,404,165626,320368,en,content-store,item is unpublished but there is nothing in the draft content store
/guidance/visits-to-antarctica-how-to-apply-for-a-permit,200,165813,653374,en,draft-content-store,details body doesn't match
/guidance/visits-to-antarctica-how-to-apply-for-a-permit,200,165813,653374,en,content-store,details body doesn't match
/guidance/dvlas-current-medical-guidelines-for-professionals-disabled-drivers-appendix,404,166004,276354,en,content-store,item is unpublished but there is nothing in the draft content store
/guidance/current-medical-guidelines-dvla-guidance-for-professionals-neurological-appendix,404,166016,424191,en,content-store,item is unpublished but there is nothing in the draft content store
/guidance/dvlas-current-medical-guidelines-for-professionals-cardiovascular-appendix,404,166058,231079,en,content-store,item is unpublished but there is nothing in the draft content store
/guidance/dvlas-current-medical-guidelines-for-professionals-diabetes-appendix,404,166146,208346,en,content-store,item is unpublished but there is nothing in the draft content store
/guidance/dvlas-current-medical-guidelines-for-professionals-psychiatric-appendix,404,166304,586588,en,content-store,item is unpublished but there is nothing in the draft content store
/guidance/dvlas-current-medical-guidelines-for-professionals-drug-and-alcohol-misuse-and-dependence-appendix,404,167873,231045,en,content-store,item is unpublished but there is nothing in the draft content store
/guidance/dvlas-current-medical-guidelines-for-professionals-vision-appendix,404,167903,231062,en,content-store,item is unpublished but there is nothing in the draft content store
/guidance/offshore-energy-strategic-environmental-assessment-sea-an-overview-of-the-sea-process,200,168403,651885,en,draft-content-store,details body doesn't match
/guidance/offshore-energy-strategic-environmental-assessment-sea-an-overview-of-the-sea-process,200,168403,651885,en,content-store,details body doesn't match
/guidance/current-medical-guidelines-dvla-guidance-for-professionals,404,168593,454878,en,content-store,item is unpublished but there is nothing in the draft content store
/guidance/current-medical-guidelines-dvla-guidance-for-professionals-summary-of-amendments,200,168706,580684,en,content-store,"expected document_type: 'detailed_guidance', got 'placeholder'","expected schema_name: 'detailed_guide', got 'placeholder'",the links key 'organisations' is not present,the links key 'policy_areas' is not present,details body doesn't match,should be redirect
/guidance/living-in-germany,200,168787,645217,en,content-store,details body doesn't match
/guidance/oil-and-gas-decc-public-registers-of-enforcement-activity,200,168813,651530,en,draft-content-store,details body doesn't match
/guidance/oil-and-gas-decc-public-registers-of-enforcement-activity,200,168813,651530,en,content-store,details body doesn't match
/guidance/festival-travel-checklist,200,170221,652284,en,draft-content-store,details body doesn't match
/guidance/festival-travel-checklist,200,170221,652284,en,content-store,details body doesn't match
/guidance/notices-and-proceedings-for-the-east-of-england,200,170298,652590,en,draft-content-store,details body doesn't match
/guidance/notices-and-proceedings-for-the-east-of-england,200,170298,652590,en,content-store,details body doesn't match
/guidance/notices-and-proceedings-for-the-north-east-of-england,200,170299,653305,en,draft-content-store,details body doesn't match
/guidance/notices-and-proceedings-for-the-north-east-of-england,200,170299,653305,en,content-store,details body doesn't match
/guidance/notices-and-proceedings-for-the-north-west-of-england,200,170301,651455,en,draft-content-store,details body doesn't match
/guidance/notices-and-proceedings-for-the-north-west-of-england,200,170301,651455,en,content-store,details body doesn't match
/guidance/notices-and-proceedings-for-scotland,200,170302,651954,en,draft-content-store,details body doesn't match
/guidance/notices-and-proceedings-for-scotland,200,170302,651954,en,content-store,details body doesn't match
/guidance/notices-and-proceedings-for-london-and-the-south-east-of-england,200,170303,651459,en,draft-content-store,details body doesn't match
/guidance/notices-and-proceedings-for-london-and-the-south-east-of-england,200,170303,651459,en,content-store,details body doesn't match
/guidance/notices-and-proceedings-for-wales,200,170305,651025,en,draft-content-store,details body doesn't match
/guidance/notices-and-proceedings-for-wales,200,170305,651025,en,content-store,details body doesn't match
/guidance/notices-and-proceedings-for-the-west-midlands,200,170306,653301,en,draft-content-store,details body doesn't match
/guidance/notices-and-proceedings-for-the-west-midlands,200,170306,653301,en,content-store,details body doesn't match
/guidance/notices-and-proceedings-for-the-west-of-england,200,170307,652292,en,draft-content-store,details body doesn't match
/guidance/notices-and-proceedings-for-the-west-of-england,200,170307,652292,en,content-store,details body doesn't match
/guidance/taking-part-in-a-trade-fair-in-france,200,174301,645705,en,draft-content-store,details body doesn't match
/guidance/taking-part-in-a-trade-fair-in-france,200,174301,645705,en,content-store,details body doesn't match
/guidance/building-resilience-and-adaptation-to-climate-extremes-and-disasters-programme-braced,200,176096,380077,en,draft-content-store,details body doesn't match
/guidance/how-the-foreign-commonwealth-office-puts-together-travel-advice,200,176097,652254,en,draft-content-store,"expected title: 'How the Foreign and Commonwealth Office puts together travel advice', got 'How the Foreign & Commonwealth Office puts together travel advice'",details body doesn't match
/guidance/how-the-foreign-commonwealth-office-puts-together-travel-advice,200,176097,652254,en,content-store,"expected title: 'How the Foreign and Commonwealth Office puts together travel advice', got 'How the Foreign & Commonwealth Office puts together travel advice'",details body doesn't match
/guidance/living-in-bahrain,200,197398,650250,en,draft-content-store,details body doesn't match
/guidance/living-in-bahrain,200,197398,650250,en,content-store,details body doesn't match
/guidance/how-to-use-cloudstore,200,201395,450172,en,draft-content-store,details body doesn't match
/guidance/how-to-use-the-digital-services-store,200,202262,637649,en,content-store,the links key 'related_guides' is not present
/guidance/make-a-claim-to-a-deceased-persons-estate,200,202425,650062,en,draft-content-store,details body doesn't match
/guidance/make-a-claim-to-a-deceased-persons-estate,200,202425,650062,en,content-store,details body doesn't match
/guidance/apply-for-a-discretionary-grant-where-the-dissolved-company-can-be-restored-cb2,200,203252,647408,en,draft-content-store,details body doesn't match
/guidance/apply-for-a-discretionary-grant-where-the-dissolved-company-can-be-restored-cb2,200,203252,647408,en,content-store,details body doesn't match
/guidance/apply-for-a-discretionary-grant-where-the-dissolved-company-cannot-be-restored-cb3,200,203254,647389,en,draft-content-store,details body doesn't match
/guidance/apply-for-a-discretionary-grant-where-the-dissolved-company-cannot-be-restored-cb3,200,203254,647389,en,content-store,details body doesn't match
/guidance/apply-for-a-repayment-after-a-company-has-been-restored-to-the-register-cb4,200,206952,547707,en,draft-content-store,details body doesn't match
/guidance/apply-for-a-repayment-after-a-company-has-been-restored-to-the-register-cb4,200,206952,547707,en,content-store,details body doesn't match
/guidance/notarial-and-documentary-services-guide-for-poland--2,200,208468,653036,en,draft-content-store,"expected title: 'Notarial and documentary services guide for Poland', got 'Notarial and documentary services guide in Poland'",details body doesn't match
/guidance/notarial-and-documentary-services-guide-for-poland--2,200,208468,653036,en,content-store,"expected title: 'Notarial and documentary services guide for Poland', got 'Notarial and documentary services guide in Poland'",details body doesn't match
/guidance/living-in-new-zealand,200,211402,651005,en,draft-content-store,details body doesn't match
/guidance/living-in-new-zealand,200,211402,651005,en,content-store,details body doesn't match
/guidance/good-clinical-practice-for-clinical-trials,200,212526,651568,en,draft-content-store,details body doesn't match
/guidance/good-clinical-practice-for-clinical-trials,200,212526,651568,en,content-store,details body doesn't match
/guidance/notarial-and-documentary-services-guide-for-colombia,200,212801,647766,en,draft-content-store,details body doesn't match
/guidance/notarial-and-documentary-services-guide-for-colombia,200,212801,647766,en,content-store,details body doesn't match
/guidance/good-laboratory-practice-glp-for-safety-tests-on-chemicals,200,213036,652714,en,draft-content-store,details body doesn't match
/guidance/good-laboratory-practice-glp-for-safety-tests-on-chemicals,200,213036,652714,en,content-store,details body doesn't match
/guidance/new-employee-coming-to-work-from-abroad,200,215956,652977,en,draft-content-store,details body doesn't match
/guidance/new-employee-coming-to-work-from-abroad,200,215956,652977,en,content-store,details body doesn't match
/guidance/school-direct-get-involved-in-initial-teacher-training,200,216651,648468,en,draft-content-store,details body doesn't match
/guidance/transposing-eu-procurement-directives,200,216684,650076,en,draft-content-store,details body doesn't match
/guidance/transposing-eu-procurement-directives,200,216684,650076,en,content-store,details body doesn't match
/guidance/16-to-19-education-funding-guidance,200,216723,653774,en,draft-content-store,details body doesn't match
/guidance/16-to-19-education-funding-guidance,200,216723,653774,en,content-store,details body doesn't match
/guidance/targeted-basic-need-programme,200,217053,645981,en,content-store,"expected withdrawn notice: '<div class=""govspeak""><p>The Targeted Basic Need programme formally closed in September 2015.</p>
</div>' but got ''"
/guidance/flood-risk-management-plans-frmps-how-to-prepare-them,200,217331,375984,en,draft-content-store,details body doesn't match
/guidance/flood-risk-management-plans-frmps-how-to-prepare-them,200,217331,375984,en,content-store,details body doesn't match
/guidance/prevent-fish-or-shellfish-diseases,200,217434,653151,en,draft-content-store,details body doesn't match
/guidance/prevent-fish-or-shellfish-diseases,200,217434,653151,en,content-store,details body doesn't match
/guidance/national-leaders-of-education-a-guide-for-potential-applicants,200,217516,650933,en,draft-content-store,details body doesn't match
/guidance/school-direct-guidance-for-lead-schools,200,218060,648491,en,draft-content-store,details body doesn't match
/guidance/paying-your-employees-expenses-and-benefits-through-your-payroll,200,218300,653709,en,draft-content-store,details body doesn't match
/guidance/paying-your-employees-expenses-and-benefits-through-your-payroll,200,218300,653709,en,content-store,details body doesn't match
/guidance/approved-manufacturers-conformity-assessment,200,220205,590521,en,draft-content-store,details body doesn't match
/guidance/approved-manufacturers-conformity-assessment,200,220205,590521,en,content-store,details body doesn't match
/guidance/packaged-goods-weights-and-measures-regulations,200,220212,634460,en,draft-content-store,details body doesn't match
/guidance/packaged-goods-weights-and-measures-regulations,200,220212,634460,en,content-store,details body doesn't match
/guidance/introduce-or-keep-non-native-fish-and-shellfish,200,220231,652690,en,draft-content-store,details body doesn't match
/guidance/introduce-or-keep-non-native-fish-and-shellfish,200,220231,652690,en,content-store,details body doesn't match
/guidance/overseas-market-introduction-service,200,220273,647053,en,draft-content-store,"expected description: 'Help for exporters from the Department for International Trade (DIT) overseas network.', got 'Help for exporters from the UK Trade & Investment (UKTI) overseas network.'",details body doesn't match
/guidance/overseas-market-introduction-service,200,220273,647053,en,content-store,"expected description: 'Help for exporters from the Department for International Trade (DIT) overseas network.', got 'Help for exporters from the UK Trade & Investment (UKTI) overseas network.'",details body doesn't match
/guidance/system-leaders-who-they-are-and-what-they-do,200,220506,651991,en,draft-content-store,details body doesn't match
/guidance/approved-verification-guidance-application-form-and-stickers,200,221076,649812,en,draft-content-store,details body doesn't match
/guidance/approved-verification-guidance-application-form-and-stickers,200,221076,649812,en,content-store,details body doesn't match
/guidance/how-to-become-an-mca-approved-doctor,200,221458,653692,en,draft-content-store,details body doesn't match
/guidance/how-to-become-an-mca-approved-doctor,200,221458,653692,en,content-store,details body doesn't match
/guidance/placing-batteries-on-the-uk-market-producer-responsibilities,404,221660,438503,en,content-store,item is unpublished but there is nothing in the draft content store
/guidance/submit-grant-claims-and-financial-reports-for-flood-and-coastal-erosion-risk-management-projects,200,221911,645549,en,content-store,details body doesn't match
/guidance/tradeshow-access-programme,200,222060,651713,en,draft-content-store,details body doesn't match
/guidance/tradeshow-access-programme,200,222060,651713,en,content-store,details body doesn't match
/guidance/aid-funded-business,200,222371,651927,en,draft-content-store,details body doesn't match
/guidance/aid-funded-business,200,222371,651927,en,content-store,details body doesn't match
/guidance/uk-seafarer-careers-training-provision-and-information,200,222451,652907,en,draft-content-store,details body doesn't match
/guidance/uk-seafarer-careers-training-provision-and-information,200,222451,652907,en,content-store,details body doesn't match
/guidance/key-stage-2-tests-how-to-become-a-marker,200,222717,654380,en,draft-content-store,details body doesn't match
/guidance/waste-exemptions-treating-waste,200,222744,650726,en,draft-content-store,details body doesn't match
/guidance/waste-exemptions-treating-waste,200,222744,650726,en,content-store,details body doesn't match
/guidance/school-workforce-census,200,223093,652646,en,draft-content-store,details body doesn't match
/guidance/school-workforce-census,200,223093,652646,en,content-store,details body doesn't match
/guidance/waste-exemptions-disposing-of-waste,200,223226,636289,en,draft-content-store,details body doesn't match
/guidance/waste-exemptions-disposing-of-waste,200,223226,636289,en,content-store,details body doesn't match
/guidance/early-years-census,200,223251,650960,en,draft-content-store,details body doesn't match
/guidance/early-years-census,200,223251,650960,en,content-store,details body doesn't match
/guidance/school-level-annual-school-census,200,223308,650872,en,draft-content-store,details body doesn't match
/guidance/school-level-annual-school-census,200,223308,650872,en,content-store,details body doesn't match
/guidance/high-value-opportunities,200,223559,651914,en,draft-content-store,details body doesn't match
/guidance/high-value-opportunities,200,223559,651914,en,content-store,details body doesn't match
/guidance/get-new-or-replacement-official-ear-tags-for-cattle,200,224916,649770,en,draft-content-store,details body doesn't match
/guidance/get-new-or-replacement-official-ear-tags-for-cattle,200,224916,649770,en,content-store,details body doesn't match
/guidance/criminal-injuries-compensation-a-guide,200,225363,623193,en,draft-content-store,details body doesn't match
/guidance/notified-bodies-appointment-and-co-ordination,200,225653,634487,en,draft-content-store,details body doesn't match
/guidance/notified-bodies-appointment-and-co-ordination,200,225653,634487,en,content-store,details body doesn't match
/guidance/parental-responsibility-measures-attendance-census,200,225760,654687,en,draft-content-store,details body doesn't match
/guidance/parental-responsibility-measures-attendance-census,200,225760,654687,en,content-store,details body doesn't match
/guidance/qualified-teacher-status-qts,200,226376,653044,en,draft-content-store,details body doesn't match
/guidance/qualified-teacher-status-qts,200,226376,653044,en,content-store,details body doesn't match
/guidance/apply-for-manufacturer-or-wholesaler-of-medicines-licences,200,226640,648149,en,draft-content-store,details body doesn't match
/guidance/apply-for-manufacturer-or-wholesaler-of-medicines-licences,200,226640,648149,en,content-store,details body doesn't match
/guidance/criminal-injuries-compensation-residency-and-nationality,200,227768,654180,en,draft-content-store,details body doesn't match
/guidance/river-thames-conditions-closures-restrictions-and-lock-closures,200,228113,654183,en,draft-content-store,details body doesn't match
/guidance/river-thames-conditions-closures-restrictions-and-lock-closures,200,228113,654183,en,content-store,details body doesn't match
/guidance/river-thames-bridges-locks-and-facilities-for-boaters,200,228157,651105,en,draft-content-store,details body doesn't match
/guidance/river-thames-bridges-locks-and-facilities-for-boaters,200,228157,650737,en,content-store,details body doesn't match
/guidance/nctl-learning-and-conference-centre-nottingham-book-or-attend,200,228255,394097,en,content-store,should be redirect
/guidance/introduction-to-producer-organisations-for-growers,200,228384,649311,en,draft-content-store,details body doesn't match
/guidance/become-a-producer-organisation,200,228390,649793,en,draft-content-store,details body doesn't match
/guidance/become-a-producer-organisation,200,228390,649793,en,content-store,details body doesn't match
/guidance/mergers-how-to-notify-the-cma-of-a-merger,200,228554,648935,en,draft-content-store,details body doesn't match
/guidance/mergers-how-to-notify-the-cma-of-a-merger,200,228554,648935,en,content-store,details body doesn't match
/guidance/calculate-your-school-milk-subsidy,200,228873,648422,en,draft-content-store,details body doesn't match
/guidance/calculate-your-school-milk-subsidy,200,228873,648422,en,content-store,details body doesn't match
/guidance/mot-modernisation-email-alerts,200,230036,473967,en,draft-content-store,details body doesn't match
/guidance/mot-modernisation-email-alerts,200,230036,473967,en,content-store,details body doesn't match,the links key 'related_guides' is not present
/guidance/access-the-public-register-for-environmental-information,200,230082,651343,en,draft-content-store,details body doesn't match
/guidance/access-the-public-register-for-environmental-information,200,230082,651343,en,content-store,details body doesn't match
/guidance/enforcement-of-the-weights-and-measures-act-1985,200,230090,634073,en,draft-content-store,details body doesn't match
/guidance/enforcement-of-the-weights-and-measures-act-1985,200,230090,634073,en,content-store,details body doesn't match
/guidance/waste-exemption-t2-recovering-textiles,200,230204,650912,en,draft-content-store,details body doesn't match
/guidance/waste-exemption-t2-recovering-textiles,200,230204,650912,en,content-store,details body doesn't match
/guidance/waste-exemption-t4-preparatory-treatments-baling-sorting-shredding-etc,200,230205,650922,en,draft-content-store,"expected title: 'Waste exemption: T4 preparatory treatments, such as, baling, sorting, shredding', got 'Waste exemption: T4 preparatory treatments (baling, sorting, shredding etc)'",details body doesn't match
/guidance/waste-exemption-t4-preparatory-treatments-baling-sorting-shredding-etc,200,230205,650922,en,content-store,"expected title: 'Waste exemption: T4 preparatory treatments, such as, baling, sorting, shredding', got 'Waste exemption: T4 preparatory treatments (baling, sorting, shredding etc)'",details body doesn't match
/guidance/waste-exemption-t5-screening-and-blending-waste,200,230207,650928,en,draft-content-store,details body doesn't match
/guidance/waste-exemption-t5-screening-and-blending-waste,200,230207,650928,en,content-store,details body doesn't match
/guidance/waste-exemption-t6-treating-waste-wood-and-waste-plant-matter-by-chipping-shredding-cutting-or-pulverising,200,230209,653872,en,draft-content-store,details body doesn't match
/guidance/waste-exemption-t6-treating-waste-wood-and-waste-plant-matter-by-chipping-shredding-cutting-or-pulverising,200,230209,653872,en,content-store,details body doesn't match
/guidance/waste-exemption-t10-sorting-mixed-waste,200,230213,653953,en,draft-content-store,details body doesn't match
/guidance/waste-exemption-t10-sorting-mixed-waste,200,230213,653953,en,content-store,details body doesn't match
/guidance/waste-exemption-t8-mechanically-treating-end-of-life-tyres,200,230214,653894,en,draft-content-store,details body doesn't match
/guidance/waste-exemption-t8-mechanically-treating-end-of-life-tyres,200,230214,653894,en,content-store,details body doesn't match
/guidance/waste-exemption-t9-recovering-scrap-metal,200,230215,653904,en,draft-content-store,details body doesn't match
/guidance/waste-exemption-t9-recovering-scrap-metal,200,230215,653904,en,content-store,details body doesn't match
/guidance/waste-exemption-t11-repairing-or-refurbishing-waste-electrical-and-electronic-equipment-weee,200,230217,653977,en,draft-content-store,"expected description: 'Allows you to repair, refurbish or dismantle various types of WEEE so that the whole WEEE item or any dismantled parts can be reused for their original purpose or dismantled parts can be recovered.', got 'This exemption allows you to repair, refurbish or dismantle various types of waste electrical and electronic equipment so that the whole WEEE item or any dismantled parts can be reused for their original purpose or dismantled parts can be recovered.'",details body doesn't match
/guidance/waste-exemption-t11-repairing-or-refurbishing-waste-electrical-and-electronic-equipment-weee,200,230217,653977,en,content-store,"expected description: 'Allows you to repair, refurbish or dismantle various types of WEEE so that the whole WEEE item or any dismantled parts can be reused for their original purpose or dismantled parts can be recovered.', got 'This exemption allows you to repair, refurbish or dismantle various types of waste electrical and electronic equipment so that the whole WEEE item or any dismantled parts can be reused for their original purpose or dismantled parts can be recovered.'",details body doesn't match
/guidance/waste-exemption-t12-manually-treating-waste,200,230218,653983,en,draft-content-store,details body doesn't match
/guidance/waste-exemption-t12-manually-treating-waste,200,230218,653983,en,content-store,details body doesn't match
/guidance/waste-exemption-t13-treating-waste-food,200,230220,653994,en,draft-content-store,details body doesn't match
/guidance/waste-exemption-t13-treating-waste-food,200,230220,653994,en,content-store,details body doesn't match
/guidance/waste-exemption-t14-crushing-and-emptying-vehicle-waste-oil-filters,200,230225,654152,en,draft-content-store,details body doesn't match
/guidance/waste-exemption-t14-crushing-and-emptying-vehicle-waste-oil-filters,200,230225,654152,en,content-store,details body doesn't match
/guidance/waste-exemption-t15-treating-waste-aerosol-cans,200,230227,654155,en,draft-content-store,"expected description: 'Allows you to treat aerosol cans by puncturing or crushing them using specialist treatment equipment so that the metal can be recovered.', got 'This exemption allows you to treat aerosol cans by puncturing or crushing them using specialist treatment equipment so that the metal can be recovered.'",details body doesn't match
/guidance/waste-exemption-t15-treating-waste-aerosol-cans,200,230227,654155,en,content-store,"expected description: 'Allows you to treat aerosol cans by puncturing or crushing them using specialist treatment equipment so that the metal can be recovered.', got 'This exemption allows you to treat aerosol cans by puncturing or crushing them using specialist treatment equipment so that the metal can be recovered.'",details body doesn't match
/guidance/waste-exemption-t16-treating-waste-toner-and-ink-cartridges,200,230228,654157,en,draft-content-store,details body doesn't match
/guidance/waste-exemption-t16-treating-waste-toner-and-ink-cartridges,200,230228,654157,en,content-store,details body doesn't match
/guidance/waste-exemption-t17-crushing-waste-fluorescent-tubes,200,230229,654163,en,draft-content-store,details body doesn't match
/guidance/waste-exemption-t17-crushing-waste-fluorescent-tubes,200,230229,654163,en,content-store,details body doesn't match
/guidance/waste-exemption-t18-using-flocculants-to-remove-water-from-waste,200,230230,654339,en,draft-content-store,details body doesn't match
/guidance/waste-exemption-t18-using-flocculants-to-remove-water-from-waste,200,230230,654339,en,content-store,details body doesn't match
/guidance/waste-exemption-t19-physical-and-chemical-treatment-of-waste-edible-oil-and-fat-to-produce-biodiesel,200,230231,654351,en,draft-content-store,details body doesn't match
/guidance/waste-exemption-t19-physical-and-chemical-treatment-of-waste-edible-oil-and-fat-to-produce-biodiesel,200,230231,654351,en,content-store,details body doesn't match
/guidance/waste-exemption-t20-treating-waste-at-a-water-treatment-works,200,230232,654358,en,draft-content-store,"expected description: 'Allows you to treat certain waste at a water treatment works to reduce the volume for transport, or to make it easier to handle before the waste is recovered.', got 'This exemption allows you to treat certain waste at a water treatment works to reduce the volume for transport or to make it easier to handle before the waste is recovered.'",details body doesn't match
/guidance/waste-exemption-t20-treating-waste-at-a-water-treatment-works,200,230232,654358,en,content-store,"expected description: 'Allows you to treat certain waste at a water treatment works to reduce the volume for transport, or to make it easier to handle before the waste is recovered.', got 'This exemption allows you to treat certain waste at a water treatment works to reduce the volume for transport or to make it easier to handle before the waste is recovered.'",details body doesn't match
/guidance/waste-exemption-t21-recover-waste-at-a-waste-water-treatment-works,200,230234,654365,en,draft-content-store,"expected description: 'Allows you to recover waste, such as sludge from a septic tank or cesspool, which needs further treatment at a waste water treatment works.', got 'This exemption allows you to recover waste, such as sludge from a septic tank or cesspool, which needs further treatment at a waste water treatment works.'",details body doesn't match
/guidance/waste-exemption-t21-recover-waste-at-a-waste-water-treatment-works,200,230234,654365,en,content-store,"expected description: 'Allows you to recover waste, such as sludge from a septic tank or cesspool, which needs further treatment at a waste water treatment works.', got 'This exemption allows you to recover waste, such as sludge from a septic tank or cesspool, which needs further treatment at a waste water treatment works.'",details body doesn't match
/guidance/waste-exemption-t23-aerobic-composting-and-associated-prior-treatment,200,230236,654368,en,draft-content-store,"expected description: 'Allows you to compost small volumes of vegetation, cardboard and food waste to spread to land to add nutrients or improve the structure. ', got 'This exemption allows you to compost small volumes of vegetation, cardboard and food waste to produce compost that can be spread to benefit the land by adding nutrients or improving the structure of the soil. You can also treat the waste, before you compost it, by chipping or similar activities. '",details body doesn't match
/guidance/waste-exemption-t23-aerobic-composting-and-associated-prior-treatment,200,230236,654368,en,content-store,"expected description: 'Allows you to compost small volumes of vegetation, cardboard and food waste to spread to land to add nutrients or improve the structure. ', got 'This exemption allows you to compost small volumes of vegetation, cardboard and food waste to produce compost that can be spread to benefit the land by adding nutrients or improving the structure of the soil. You can also treat the waste, before you compost it, by chipping or similar activities. '",details body doesn't match
/guidance/waste-exemption-t24-anaerobic-digestion-at-premises-used-for-agriculture-and-burning-resulting-biogas,200,230237,654390,en,draft-content-store,details body doesn't match
/guidance/waste-exemption-t24-anaerobic-digestion-at-premises-used-for-agriculture-and-burning-resulting-biogas,200,230237,654390,en,content-store,details body doesn't match
/guidance/waste-exemption-t25-anaerobic-digestion-at-premises-not-used-for-agriculture-and-burning-resulting-biogas,200,230238,654399,en,draft-content-store,"expected description: 'Allows you to treat food and other biodegradable waste by anaerobic digestion to produce a digestate, which can be used to benefit land. ', got 'This exemption allows you to treat food and other biodegradable waste by anaerobic digestion to produce a digestate, which can be used to benefit land. The gas produced (biogas) must be used for generating energy.'",details body doesn't match
/guidance/waste-exemption-t25-anaerobic-digestion-at-premises-not-used-for-agriculture-and-burning-resulting-biogas,200,230238,654399,en,content-store,"expected description: 'Allows you to treat food and other biodegradable waste by anaerobic digestion to produce a digestate, which can be used to benefit land. ', got 'This exemption allows you to treat food and other biodegradable waste by anaerobic digestion to produce a digestate, which can be used to benefit land. The gas produced (biogas) must be used for generating energy.'",details body doesn't match
/guidance/waste-exemption-t26-treatment-of-kitchen-waste-in-a-wormery,200,230239,654412,en,draft-content-store,"expected description: 'Allows very small-scale treatment of waste from kitchens using a wormery to produce compost. The compost can be spread on land to add nutrients or to improve the structure of the soil. ', got 'This exemption allows very small-scale treatment of waste from kitchens using a wormery to produce compost. The compost can be spread on land to add nutrients or to improve the structure of the soil. '",details body doesn't match
/guidance/waste-exemption-t26-treatment-of-kitchen-waste-in-a-wormery,200,230239,654412,en,content-store,"expected description: 'Allows very small-scale treatment of waste from kitchens using a wormery to produce compost. The compost can be spread on land to add nutrients or to improve the structure of the soil. ', got 'This exemption allows very small-scale treatment of waste from kitchens using a wormery to produce compost. The compost can be spread on land to add nutrients or to improve the structure of the soil. '",details body doesn't match
/guidance/waste-exemption-t27-treatment-of-sheep-dip-using-organophosphate-degrading-enzyme,200,230240,654419,en,draft-content-store,details body doesn't match
