base_path,status,document_id,edition_id,locale,content_store,errors
/guidance/oil-and-gas-onshore-maps-and-gis-shapefiles,200,64081,653743,en,draft-content-store,details body doesn't match
/guidance/oil-and-gas-onshore-maps-and-gis-shapefiles,200,64081,653743,en,content-store,details body doesn't match
/guidance/global-poverty-action-fund-gpaf,200,67308,380649,en,draft-content-store,details body doesn't match
/guidance/test,200,67393,79573,en,draft-content-store,"expected content_id: '5d37d0d2-7631-11e4-a3cb-005056011aef', got '24459be9-8f05-4f4f-932a-de2c35d88d29'","expected document_type: 'detailed_guidance', got 'manual'","expected publishing_app: 'whitehall', got 'specialist-publisher'","expected rendering_app: 'whitehall-frontend', got 'manuals-frontend'","expected schema_name: 'detailed_guide', got 'manual'","expected description: 'test', got 'to see how it looks '",details body doesn't match
/guidance/homelessness-data-notes-and-definitions,200,71908,646819,en,draft-content-store,details body doesn't match
/guidance/homelessness-data-notes-and-definitions,200,71908,646819,en,content-store,details body doesn't match
/guidance/business-continuity-planning-for-museums-and-galleries,200,77773,436455,en,draft-content-store,details body doesn't match
/guidance/business-continuity-planning-for-museums-and-galleries,200,77773,436455,en,content-store,details body doesn't match
/guidance/responsible-and-accountable-garment-sector-challenge-fund,200,77784,380547,en,content-store,the links key 'related_guides' is not present
/guidance/local-resilience-forums-contact-details,200,81022,528426,en,draft-content-store,details body doesn't match
/guidance/local-resilience-forums-contact-details,200,81022,528426,en,content-store,details body doesn't match
/guidance/national-recovery-guidance-environmental-issues,200,81037,436562,en,draft-content-store,details body doesn't match
/guidance/national-recovery-guidance-environmental-issues,200,81037,436562,en,content-store,details body doesn't match
/guidance/resilience-in-society-infrastructure-communities-and-businesses,200,81320,490874,en,draft-content-store,details body doesn't match
/guidance/resilience-in-society-infrastructure-communities-and-businesses,200,81320,490874,en,content-store,details body doesn't match
/guidance/emergency-response-and-recovery,200,81336,334688,en,draft-content-store,details body doesn't match
/guidance/emergency-response-and-recovery,200,81336,334688,en,content-store,details body doesn't match
/guidance/national-recovery-guidance,200,82523,208382,en,draft-content-store,details body doesn't match
/guidance/national-recovery-guidance,200,82523,208382,en,content-store,details body doesn't match
/guidance/broadband-delivery-uk,200,86844,607626,en,draft-content-store,details body doesn't match
/guidance/broadband-delivery-uk,200,86844,607626,en,content-store,details body doesn't match
/guidance/erdf-programmes-how-they-are-managed,200,87341,307851,en,content-store,related_guides should contain '5c802629-7631-11e4-a3cb-005056011aef' but doesn't,related_guides should contain '5c838c04-7631-11e4-a3cb-005056011aef' but doesn't
/guidance/government-indemnity-scheme,200,87713,650317,en,draft-content-store,details body doesn't match
/guidance/government-indemnity-scheme,200,87713,650317,en,content-store,details body doesn't match
/guidance/protecting-cultural-objects-on-loan,200,87722,599988,en,draft-content-store,details body doesn't match
/guidance/protecting-cultural-objects-on-loan,200,87722,599988,en,content-store,details body doesn't match
/guidance/erdf-programmes-progress-and-achievements,200,89190,608367,en,content-store,details body doesn't match,related_guides should contain '5c802629-7631-11e4-a3cb-005056011aef' but doesn't,related_guides should contain '5d6463b3-7631-11e4-a3cb-005056011aef' but doesn't,related_guides should contain '5c838c04-7631-11e4-a3cb-005056011aef' but doesn't
/guidance/erdf-programmes-and-resources,200,99889,580736,en,content-store,related_guides should contain '5c802629-7631-11e4-a3cb-005056011aef' but doesn't,related_guides should contain '5d6463b3-7631-11e4-a3cb-005056011aef' but doesn't,related_guides should contain '5c838c04-7631-11e4-a3cb-005056011aef' but doesn't
/guidance/european-territorial-cooperation-programmes,200,115896,570023,en,content-store,related_guides should contain '5c802629-7631-11e4-a3cb-005056011aef' but doesn't,related_guides should contain '5d6463b3-7631-11e4-a3cb-005056011aef' but doesn't,related_guides should contain '5c838c04-7631-11e4-a3cb-005056011aef' but doesn't
/guidance/foreign-travel-advice-for-people-with-mental-health-issues,200,121029,652269,en,draft-content-store,"expected description: 'Advice for British nationals with mental health needs to prepare for travelling and living abroad, and how the FCO can help. ', got 'Advice for British nationals with mental health needs to prepare for travelling and living abroad, and how the FCO can help'",details body doesn't match
/guidance/foreign-travel-advice-for-people-with-mental-health-issues,200,121029,652269,en,content-store,"expected description: 'Advice for British nationals with mental health needs to prepare for travelling and living abroad, and how the FCO can help. ', got 'Advice for British nationals with mental health needs to prepare for travelling and living abroad, and how the FCO can help'",details body doesn't match
/guidance/living-in-turkey,200,124955,652970,en,draft-content-store,details body doesn't match
/guidance/living-in-turkey,200,124955,652970,en,content-store,details body doesn't match
/guidance/dvlas-current-medical-guidelines-for-professionals-conditions-a-to-c,404,124981,538971,en,content-store,item is unpublished but there is nothing in the draft content store
/guidance/uk-treaties,200,130318,650335,en,draft-content-store,details body doesn't match
/guidance/uk-treaties,200,130318,650335,en,content-store,details body doesn't match
/guidance/funding-for-development-research,200,130492,649909,en,draft-content-store,details body doesn't match
/guidance/disclosure-and-barring-service-criminal-record-checks-and-referrals,404,136994,509854,en,content-store,item is unpublished but there is nothing in the draft content store
/guidance/alcohol-licensing,200,137007,650863,en,draft-content-store,details body doesn't match
/guidance/alcohol-licensing,200,137007,650863,en,content-store,details body doesn't match
/guidance/dbs-check-requests-guidance-for-employers,200,137008,649814,en,draft-content-store,details body doesn't match
/guidance/dbs-check-requests-guidance-for-employers,200,137008,649814,en,content-store,details body doesn't match,related_guides shouldn't contain '5dc3c8d6-7631-11e4-a3cb-005056011aef'
/guidance/state-aid-for-agriculture-and-fisheries,200,142320,648141,en,draft-content-store,details body doesn't match
/guidance/state-aid-for-agriculture-and-fisheries,200,142320,648141,en,content-store,details body doesn't match
/guidance/animal-welfare,200,142321,648420,en,draft-content-store,details body doesn't match
/guidance/animal-welfare,200,142321,648420,en,content-store,details body doesn't match
/guidance/personal-food-plant-and-animal-product-imports,200,142323,435607,en,draft-content-store,details body doesn't match
/guidance/personal-food-plant-and-animal-product-imports,200,142323,435607,en,content-store,details body doesn't match
